,period,currency_id,currency_name_th,currency_name_eng,buying_sight,buying_transfer,selling,mid_rate
762,2021-02-03,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.1271,28.2199,28.9824,28.6012
763,2021-02-02,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.1211,28.223,28.985,28.604
764,2021-02-01,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.105,28.2084,28.9813,28.5949
765,2021-03-31,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.8684,27.9654,28.6947,28.3301
766,2021-03-30,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.942,28.0512,28.795,28.4231
767,2021-03-29,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.0082,28.1046,28.8374,28.471
768,2021-03-26,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.0501,28.1562,28.9197,28.538
769,2021-03-25,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.0734,28.1706,28.9296,28.5501
770,2021-03-24,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.0989,28.2064,28.9666,28.5865
771,2021-03-23,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.9912,28.0961,28.8511,28.4736
772,2021-03-22,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.9254,28.0351,28.8026,28.4189
773,2021-03-19,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.907,28.0075,28.7507,28.3791
774,2021-03-18,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.7352,27.8406,28.5812,28.2109
775,2021-03-17,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.7604,27.8656,28.6038,28.2347
776,2021-03-16,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.6847,27.7885,28.5307,28.1596
777,2021-03-15,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.7047,27.8059,28.5453,28.1756
778,2021-03-12,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.7127,27.811,28.5429,28.177
779,2021-03-11,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.78,27.8755,28.6225,28.249
780,2021-03-10,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.8303,27.931,28.6867,28.3089
781,2021-03-09,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.8212,27.9285,28.6949,28.3117
782,2021-03-08,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.7829,27.8802,28.6344,28.2573
783,2021-03-05,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.763,27.8666,28.6051,28.2359
784,2021-03-04,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.8997,28.0027,28.7661,28.3844
785,2021-03-03,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.9011,27.9988,28.75,28.3744
786,2021-03-02,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.8982,28.0019,28.7474,28.3747
787,2021-03-01,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.0135,28.1158,28.8904,28.5031
788,2021-04-30,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.1953,28.3013,29.0712,28.6863
789,2021-04-29,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.3674,28.4459,29.1483,28.7971
790,2021-04-28,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.3957,28.4942,29.2418,28.868
791,2021-04-27,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.5599,28.6673,29.4289,29.0481
792,2021-04-26,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.7445,28.8333,29.5443,29.1888
793,2021-04-23,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.6341,28.7371,29.5013,29.1192
794,2021-04-22,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.532,28.6378,29.391,29.0144
795,2021-04-21,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.5151,28.6216,29.3896,29.0056
796,2021-04-20,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.3798,28.4825,29.2423,28.8624
797,2021-04-19,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.3057,28.4116,29.1684,28.79
798,2021-04-16,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.2641,28.3674,29.1028,28.7351
799,2021-04-12,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.3111,28.4118,29.1596,28.7857
800,2021-04-09,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.2826,28.3806,29.1337,28.7572
801,2021-04-08,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.192,28.2942,29.0452,28.6697
802,2021-04-07,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.0719,28.1716,28.9156,28.5436
803,2021-04-05,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.8767,27.9768,28.7248,28.3508
804,2021-04-02,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.7854,27.8922,28.6349,28.2636
805,2021-04-01,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.7889,27.8902,28.6375,28.2639
806,2021-05-31,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.0428,28.1408,28.8949,28.5179
807,2021-05-28,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.0207,28.1227,28.8802,28.5015
808,2021-05-27,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.2159,28.3163,29.0689,28.6926
809,2021-05-25,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.3581,28.4627,29.2034,28.8331
810,2021-05-24,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.3539,28.4558,29.2262,28.841
811,2021-05-21,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.3755,28.4771,29.2314,28.8543
812,2021-05-20,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.326,28.4267,29.1562,28.7915
813,2021-05-19,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.3734,28.4772,29.2315,28.8544
814,2021-05-18,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.386,28.4856,29.2137,28.8497
815,2021-05-17,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.2679,28.3701,29.1106,28.7404
816,2021-05-14,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.1604,28.2589,28.9911,28.625
817,2021-05-13,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.1182,28.217,28.9678,28.5924
818,2021-05-12,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.2185,28.3196,29.0629,28.6913
819,2021-05-11,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.1107,28.2096,28.9476,28.5786
820,2021-05-10,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.1243,28.2226,28.9631,28.5929
821,2021-05-07,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.1679,28.2609,28.9849,28.6229
822,2021-05-06,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.0582,28.1633,28.9208,28.5421
823,2021-05-05,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.065,28.1671,28.9288,28.548
824,2021-06-30,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.5465,28.6495,29.4028,29.0262
825,2021-06-29,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.5009,28.6063,29.3758,28.9911
826,2021-06-28,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.3472,28.4432,29.1983,28.8208
827,2021-06-25,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.2295,28.3241,29.0515,28.6878
828,2021-06-24,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.2768,28.3808,29.1297,28.7553
829,2021-06-23,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.238,28.3364,29.0933,28.7149
830,2021-06-22,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.2174,28.322,29.0908,28.7064
831,2021-06-21,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.2348,28.3363,29.0879,28.7121
832,2021-06-18,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.0382,28.1351,28.8833,28.5092
833,2021-06-17,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.8578,27.9567,28.6995,28.3281
834,2021-06-16,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.8551,27.956,28.7142,28.3351
835,2021-06-15,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.8121,27.9135,28.6676,28.2906
836,2021-06-14,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.8877,27.9866,28.745,28.3658
837,2021-06-11,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.9699,28.0702,28.8213,28.4458
838,2021-06-10,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.9791,28.0823,28.8076,28.445
839,2021-06-09,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.0626,28.1343,28.8647,28.4995
840,2021-06-08,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.0656,28.1647,28.9079,28.5363
841,2021-06-07,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.0235,28.1233,28.8623,28.4928
842,2021-06-04,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.888,27.9856,28.7417,28.3637
843,2021-06-02,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,27.9747,28.0741,28.8201,28.4471
844,2021-06-01,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.0372,28.1367,28.8917,28.5142
845,2021-07-30,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.5703,29.6709,30.4397,30.0553
846,2021-07-29,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.5142,29.6068,30.3417,29.9743
847,2021-07-27,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.3919,29.4858,30.2322,29.859
848,2021-07-23,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.4272,29.5252,30.2728,29.899
849,2021-07-22,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.356,29.4536,30.2155,29.8346
850,2021-07-21,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.4398,29.5344,30.2793,29.9069
851,2021-07-20,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.5321,29.6251,30.3603,29.9927
852,2021-07-19,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.448,29.5431,30.296,29.9196
853,2021-07-16,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.3118,29.4182,30.1672,29.7927
854,2021-07-15,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.2345,29.3402,30.0999,29.7201
855,2021-07-14,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.0843,29.1828,29.9418,29.5623
856,2021-07-13,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.1104,29.2064,29.9642,29.5853
857,2021-07-12,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.1646,29.2604,30.0123,29.6364
858,2021-07-09,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.2556,29.3573,30.1016,29.7295
859,2021-07-08,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.9136,29.0197,29.7674,29.3936
860,2021-07-07,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.7773,28.8835,29.6358,29.2597
861,2021-07-06,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.5371,28.6384,29.3761,29.0073
862,2021-07-05,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.5054,28.6088,29.344,28.9764
863,2021-07-02,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.371,28.4708,29.2278,28.8493
864,2021-07-01,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.3655,28.4688,29.2176,28.8432
865,2021-08-31,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.038,29.1359,29.8651,29.5005
866,2021-08-30,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.1832,29.2826,30.0215,29.6521
867,2021-08-27,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.2939,29.3986,30.1564,29.7775
868,2021-08-26,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.3337,29.4285,30.1835,29.806
869,2021-08-25,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.4917,29.5832,30.3406,29.9619
870,2021-08-24,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.7477,29.8433,30.5978,30.2206
871,2021-08-23,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.8774,29.9741,30.7208,30.3475
872,2021-08-20,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.9303,30.025,30.7641,30.3946
873,2021-08-19,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.8806,29.9841,30.7426,30.3634
874,2021-08-18,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.8705,29.9609,30.7044,30.3327
875,2021-08-17,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,30.1221,30.2242,30.9813,30.6028
876,2021-08-16,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,30.0338,30.123,30.8835,30.5033
877,2021-08-13,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.6385,29.7355,30.4869,30.1112
878,2021-08-11,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.7388,29.8349,30.5721,30.2035
879,2021-08-10,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.8677,29.9673,30.7297,30.3485
880,2021-08-09,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.8676,29.9696,30.737,30.3533
881,2021-08-06,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.8914,29.9882,30.7219,30.3551
882,2021-08-05,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.7656,29.8665,30.6098,30.2382
883,2021-08-04,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.8833,29.9825,30.7422,30.3624
884,2021-08-03,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.7304,29.8267,30.5797,30.2032
885,2021-08-02,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.5748,29.6731,30.4291,30.0511
886,2021-09-30,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.8752,29.9724,30.7115,30.342
887,2021-09-29,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.927,30.0199,30.7525,30.3862
888,2021-09-28,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.8312,29.9323,30.6817,30.307
889,2021-09-27,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.7403,29.8327,30.5716,30.2022
890,2021-09-23,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,30.0419,30.1401,30.8973,30.5187
891,2021-09-22,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,30.0839,30.18,30.947,30.5635
892,2021-09-21,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,30.0301,30.133,30.894,30.5135
893,2021-09-20,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.8909,29.9839,30.7315,30.3577
894,2021-09-17,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.7587,29.8523,30.5949,30.2236
895,2021-09-16,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.6514,29.745,30.4947,30.1199
896,2021-09-15,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.6009,29.6976,30.441,30.0693
897,2021-09-14,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.4426,29.5419,30.3018,29.9219
898,2021-09-13,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.3611,29.4571,30.1935,29.8253
899,2021-09-10,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.3349,29.4298,30.1952,29.8125
900,2021-09-09,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.272,29.3712,30.1259,29.7486
901,2021-09-08,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.2545,29.3476,30.1127,29.7302
902,2021-09-07,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.1288,29.2302,29.989,29.6096
903,2021-09-06,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.115,29.208,29.9559,29.582
904,2021-09-03,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.1227,29.2124,29.955,29.5837
905,2021-09-02,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.0153,29.1078,29.8401,29.474
906,2021-09-01,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.8694,28.9622,29.6936,29.3279
907,2021-10-29,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.7782,28.8766,29.6076,29.2421
908,2021-10-28,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.8642,28.9552,29.6626,29.3089
909,2021-10-27,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.6906,28.7853,29.513,29.1492
910,2021-10-26,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.594,28.6914,29.4254,29.0584
911,2021-10-25,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.7611,28.8491,29.5925,29.2208
912,2021-10-21,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.7681,28.8631,29.6022,29.2327
913,2021-10-20,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.7389,28.8378,29.5834,29.2106
914,2021-10-19,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.7789,28.872,29.6061,29.2391
915,2021-10-18,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.8401,28.9353,29.6772,29.3063
916,2021-10-15,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.7356,28.8298,29.5524,29.1911
917,2021-10-14,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.8589,28.954,29.6562,29.3051
918,2021-10-12,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.12,29.2178,29.9442,29.581
919,2021-10-11,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.624,29.7233,30.4538,30.0886
920,2021-10-08,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.836,29.9303,30.6765,30.3034
921,2021-10-07,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.9039,29.9992,30.7266,30.3629
922,2021-10-06,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.8876,29.9844,30.7334,30.3589
923,2021-10-05,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.9895,30.0888,30.8572,30.473
924,2021-10-04,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.9006,29.9967,30.7409,30.3688
925,2021-10-01,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.8747,29.9736,30.7179,30.3458
926,2021-11-30,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.2341,29.328,30.0668,29.6974
927,2021-11-29,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,29.2268,29.3305,30.0874,29.709
928,2021-11-26,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.7671,28.8611,29.5921,29.2266
929,2021-11-25,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.4486,28.5414,29.2511,28.8963
930,2021-11-24,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.4704,28.5569,29.2531,28.905
931,2021-11-23,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.3283,28.4282,29.1537,28.791
932,2021-11-22,JPY,ญี่ปุ่น : เยน (100 เยน) (JPY),JAPAN : YEN (100 YEN) (JPY) ,28.3385,28.4307,29.1414,28.7861
