,period,currency_id,currency_name_th,currency_name_eng,buying_sight,buying_transfer,selling,mid_rate
0,2020-01-31,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.8479,33.9524,34.6652,34.3088
1,2020-01-30,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.8717,33.9728,34.6445,34.3087
2,2020-01-29,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.5528,33.6482,34.3324,33.9903
3,2020-01-28,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.4513,33.5576,34.259,33.9083
4,2020-01-27,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.342,33.453,34.1596,33.8063
5,2020-01-24,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.2496,33.3539,34.0596,33.7068
6,2020-01-23,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.2646,33.3669,34.103,33.735
7,2020-01-22,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.2052,33.3159,34.0399,33.6779
8,2020-01-21,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.1925,33.3025,34.0235,33.663
9,2020-01-20,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.2532,33.3593,34.0709,33.7151
10,2020-01-17,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.4636,33.5625,34.2531,33.9078
11,2020-01-16,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.2835,33.3899,34.1066,33.7483
12,2020-01-15,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.2078,33.3187,34.025,33.6719
13,2020-01-14,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.2205,33.3252,34.0305,33.6779
14,2020-01-13,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.0989,33.2024,33.9187,33.5606
15,2020-01-10,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.1263,33.2409,33.9574,33.5992
16,2020-01-09,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.1984,33.3081,34.0175,33.6628
17,2020-01-08,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.3153,33.4228,34.1227,33.7728
18,2020-01-07,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.2589,33.37,34.0631,33.7166
19,2020-01-06,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.1713,33.2848,34.0019,33.6434
20,2020-01-03,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.2259,33.3347,34.0279,33.6813
21,2020-01-02,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.2871,33.402,34.1115,33.7568
22,2020-02-28,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.3009,34.4033,35.1003,34.7518
23,2020-02-27,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.2047,34.3102,35.0325,34.6714
24,2020-02-26,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.1565,34.259,34.959,34.609
25,2020-02-25,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.8789,33.9795,34.6977,34.3386
26,2020-02-24,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.8645,33.9631,34.6844,34.3238
27,2020-02-21,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.6127,33.7135,34.4369,34.0752
28,2020-02-20,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.3319,33.4318,34.1567,33.7943
29,2020-02-19,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.2105,33.3196,34.0216,33.6706
30,2020-02-18,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.3422,33.4461,34.1497,33.7979
31,2020-02-17,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.3047,33.4079,34.1267,33.7673
32,2020-02-14,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.2843,33.3872,34.1089,33.7481
33,2020-02-13,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.4106,33.5126,34.1956,33.8541
34,2020-02-12,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.5562,33.6582,34.3497,34.004
35,2020-02-11,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.5775,33.6833,34.4017,34.0425
36,2020-02-07,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.7854,33.8884,34.5789,34.2337
37,2020-02-06,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.746,33.8408,34.5243,34.1826
38,2020-02-05,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.8391,33.9394,34.6656,34.3025
39,2020-02-04,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),33.8248,33.9284,34.6527,34.2906
40,2020-02-03,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.0714,34.1705,34.9017,34.5361
41,2020-03-31,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.507,35.6113,36.3057,35.9585
42,2020-03-30,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.7365,35.8345,36.5227,36.1786
43,2020-03-27,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.4145,35.5105,36.1714,35.841
44,2020-03-26,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.3095,35.4079,36.0933,35.7506
45,2020-03-25,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.0465,35.1439,35.812,35.478
46,2020-03-24,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.0767,35.1743,35.848,35.5112
47,2020-03-23,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.8803,34.9712,35.6393,35.3053
48,2020-03-20,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.4218,34.5238,35.2542,34.889
49,2020-03-19,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.1007,35.2025,35.9443,35.5734
50,2020-03-18,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.1079,35.2086,35.9064,35.5575
51,2020-03-17,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.4349,35.5364,36.2241,35.8803
52,2020-03-16,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.0483,35.1499,35.8833,35.5166
53,2020-03-13,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.26,35.3622,36.0949,35.7286
54,2020-03-12,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.223,35.3224,36.0012,35.6618
55,2020-03-11,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.2122,35.3138,36.0056,35.6597
56,2020-03-10,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.29,35.3989,36.1229,35.7609
57,2020-03-09,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.4675,35.5619,36.2565,35.9092
58,2020-03-06,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.989,35.0946,35.8207,35.4577
59,2020-03-05,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.5501,34.6524,35.3513,35.0019
60,2020-03-04,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.5683,34.6721,35.3633,35.0177
61,2020-03-03,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.5949,34.7034,35.4263,35.0649
62,2020-03-02,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.2483,34.3478,35.042,34.6949
63,2020-04-30,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.6838,34.7942,35.5366,35.1654
64,2020-04-29,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.675,34.781,35.5205,35.1508
65,2020-04-28,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.7177,34.8224,35.5267,35.1746
66,2020-04-27,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.6996,34.8002,35.5058,35.153
67,2020-04-24,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.4081,34.5181,35.2599,34.889
68,2020-04-23,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.5244,34.6269,35.3278,34.9774
69,2020-04-22,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.7814,34.8932,35.638,35.2656
70,2020-04-21,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.8164,34.928,35.6655,35.2968
71,2020-04-20,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.8326,34.9337,35.6434,35.2886
72,2020-04-17,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.8367,34.9417,35.6858,35.3138
73,2020-04-16,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.143,35.2497,35.9797,35.6147
74,2020-04-15,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.2977,35.4048,36.157,35.7809
75,2020-04-14,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.3141,35.4252,36.1569,35.7911
76,2020-04-13,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.3171,35.4271,36.1634,35.7953
77,2020-04-10,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.2252,35.3353,36.0746,35.705
78,2020-04-09,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.1184,35.2258,35.9678,35.5968
79,2020-04-08,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.1814,35.2879,36.0281,35.658
80,2020-04-07,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.0292,35.1298,35.8489,35.4894
81,2020-04-03,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.2303,35.3322,36.0081,35.6702
82,2020-04-02,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.7296,35.8288,36.563,36.1959
83,2020-04-01,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.7517,35.8527,36.561,36.2069
84,2020-05-29,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.8,34.9135,35.6533,35.2834
85,2020-05-28,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.6239,34.737,35.474,35.1055
86,2020-05-27,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.4688,34.5836,35.3313,34.9575
87,2020-05-26,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.3455,34.4579,35.199,34.8285
88,2020-05-25,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.3144,34.4235,35.1582,34.7909
89,2020-05-22,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.3818,34.4902,35.19,34.8401
90,2020-05-21,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.4313,34.5422,35.2831,34.9127
91,2020-05-20,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.3936,34.5054,35.2462,34.8758
92,2020-05-19,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.3678,34.4719,35.2089,34.8404
93,2020-05-18,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.2258,34.324,35.0059,34.665
94,2020-05-15,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.2068,34.3117,34.9979,34.6548
95,2020-05-14,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.2273,34.3389,35.0601,34.6995
96,2020-05-13,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.3174,34.4266,35.1538,34.7902
97,2020-05-12,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.2507,34.3614,35.1039,34.7327
98,2020-05-11,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.3885,34.4991,35.2351,34.8671
99,2020-05-08,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.497,34.6089,35.3482,34.9786
100,2020-05-07,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.546,34.6539,35.4042,35.0291
101,2020-05-05,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.8315,34.9445,35.678,35.3113
102,2020-06-30,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.218,34.3318,35.0711,34.7015
103,2020-06-29,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.2398,34.3508,35.0888,34.7198
104,2020-06-26,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.1626,34.2758,35.0199,34.6479
105,2020-06-25,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.253,34.3619,35.0973,34.7296
106,2020-06-24,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.435,34.5437,35.281,34.9124
107,2020-06-23,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.4122,34.5211,35.2558,34.8885
108,2020-06-22,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.1977,34.3039,35.049,34.6765
109,2020-06-19,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.3041,34.4109,35.1357,34.7733
110,2020-06-18,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.519,34.6271,35.364,34.9956
111,2020-06-17,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.6215,34.7256,35.4612,35.0934
112,2020-06-16,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.7218,34.8202,35.5564,35.1883
113,2020-06-15,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.4111,34.518,35.2482,34.8831
114,2020-06-12,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.6158,34.7232,35.4556,35.0894
115,2020-06-11,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.7102,34.8133,35.5509,35.1821
116,2020-06-10,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.9284,35.0415,35.7819,35.4117
117,2020-06-09,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.9244,35.032,35.7434,35.3877
118,2020-06-08,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.0675,35.1789,35.9105,35.5447
119,2020-06-05,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.2411,35.3489,36.0829,35.7159
120,2020-06-04,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.9736,35.0797,35.8215,35.4506
121,2020-06-02,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.6844,34.7911,35.5289,35.16
122,2020-06-01,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.8561,34.9568,35.718,35.3374
123,2020-07-31,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.6335,36.7486,37.5024,37.1255
124,2020-07-30,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.4744,36.5815,37.3479,36.9647
125,2020-07-29,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.4413,36.5506,37.303,36.9268
126,2020-07-24,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.3281,36.4394,37.2105,36.825
127,2020-07-23,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.1224,36.2291,36.9775,36.6033
128,2020-07-22,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.9199,36.03,36.7856,36.4078
129,2020-07-21,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.8596,35.9669,36.7169,36.3419
130,2020-07-20,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.8459,35.9524,36.7075,36.33
131,2020-07-17,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.606,35.7167,36.4605,36.0886
132,2020-07-16,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.6363,35.7404,36.4765,36.1085
133,2020-07-15,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.461,35.5645,36.3023,35.9334
134,2020-07-14,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.2317,35.3388,36.0736,35.7062
135,2020-07-13,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.9374,35.0468,35.7934,35.4201
136,2020-07-10,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.8248,34.93,35.6486,35.2893
137,2020-07-09,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.855,34.9642,35.7044,35.3343
138,2020-07-08,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.7854,34.8914,35.6369,35.2642
139,2020-07-07,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.6587,34.768,35.4979,35.133
140,2020-07-03,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.4895,34.6009,35.3408,34.9709
141,2020-07-02,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.4757,34.5848,35.3131,34.949
142,2020-07-01,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),34.2729,34.3841,35.1325,34.7583
143,2020-08-31,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.5132,36.6219,37.3762,36.9991
144,2020-08-28,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.4946,36.6057,37.3721,36.9889
145,2020-08-27,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.4813,36.5936,37.3679,36.9808
146,2020-08-26,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.6233,36.734,37.4963,37.1152
147,2020-08-25,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.6613,36.7778,37.5259,37.1519
148,2020-08-24,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.7388,36.8442,37.6034,37.2238
149,2020-08-21,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.8037,36.9199,37.6843,37.3021
150,2020-08-20,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.6702,36.7775,37.529,37.1533
151,2020-08-19,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.7277,36.8396,37.5975,37.2186
152,2020-08-18,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.5596,36.6728,37.4093,37.0411
153,2020-08-17,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.4054,36.5137,37.2568,36.8853
154,2020-08-14,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.1773,36.2919,37.0435,36.6677
155,2020-08-13,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.177,36.2885,37.0419,36.6652
156,2020-08-11,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.0222,36.1323,36.8959,36.5141
157,2020-08-10,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.2642,36.3727,37.1186,36.7457
158,2020-08-07,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.4392,36.55,37.2964,36.9232
159,2020-08-06,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.3606,36.4689,37.2172,36.8431
160,2020-08-05,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.1467,36.258,37.011,36.6345
161,2020-08-04,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.1338,36.2471,36.9964,36.6218
162,2020-08-03,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.2384,36.3546,37.1064,36.7305
163,2020-09-30,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.6688,36.7782,37.5314,37.1548
164,2020-09-29,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.4794,36.5885,37.3609,36.9747
165,2020-09-28,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.3335,36.4432,37.2059,36.8246
166,2020-09-25,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.3003,36.4115,37.1569,36.7842
167,2020-09-24,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.3552,36.4686,37.2309,36.8498
168,2020-09-23,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.2479,36.3602,37.12,36.7401
169,2020-09-22,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.4145,36.5191,37.2695,36.8943
170,2020-09-21,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.2998,36.4034,37.1716,36.7875
171,2020-09-18,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.3764,36.4959,37.2556,36.8758
172,2020-09-17,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.2253,36.3281,37.0551,36.6916
173,2020-09-16,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.4358,36.5465,37.3078,36.9272
174,2020-09-15,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.6049,36.7179,37.4761,37.097
175,2020-09-14,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.5572,36.6731,37.435,37.0541
176,2020-09-11,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.5576,36.671,37.4313,37.0512
177,2020-09-10,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.4743,36.5814,37.3364,36.9589
178,2020-09-09,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.4517,36.5621,37.3393,36.9507
179,2020-09-08,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.5727,36.6834,37.4503,37.0669
180,2020-09-03,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.5501,36.662,37.4135,37.0378
181,2020-09-02,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.6643,36.7705,37.5305,37.1505
182,2020-09-01,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.6465,36.7509,37.5031,37.127
183,2020-10-30,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.9409,36.0566,36.8093,36.433
184,2020-10-29,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.2335,36.3451,37.0946,36.7199
185,2020-10-28,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.229,36.3347,37.0934,36.7141
186,2020-10-27,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.4557,36.5649,37.3125,36.9387
187,2020-10-26,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.5569,36.6688,37.4404,37.0546
188,2020-10-22,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.5191,36.6296,37.3896,37.0096
189,2020-10-21,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.474,36.5813,37.3412,36.9613
190,2020-10-20,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.2707,36.3808,37.1314,36.7561
191,2020-10-19,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.0588,36.1674,36.9263,36.5469
192,2020-10-16,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.0254,36.1339,36.9002,36.5171
193,2020-10-15,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.1533,36.2531,36.984,36.6186
194,2020-10-14,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.1516,36.2605,37.0201,36.6403
195,2020-10-12,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.2616,36.3626,37.1161,36.7394
196,2020-10-09,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.1426,36.2575,37.0265,36.642
197,2020-10-08,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.2409,36.3487,37.1091,36.7289
198,2020-10-07,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.2546,36.3595,37.1189,36.7392
199,2020-10-06,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.3548,36.4623,37.2187,36.8405
200,2020-10-05,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.4662,36.5751,37.3385,36.9568
201,2020-10-02,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.5597,36.6711,37.4381,37.0546
202,2020-10-01,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),36.5842,36.7,37.4498,37.0749
203,2020-11-30,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.7296,35.8496,36.6205,36.2351
204,2020-11-27,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.605,35.7221,36.4642,36.0932
205,2020-11-26,EUR,ยูโรโซน : ยูโร (EUR),EURO ZONE : EURO (EUR),35.6447,35.7641,36.5275,36.1458
